Ref,Val,Package,PosX,PosY,Rot,Side
"C1","330pF_0603_35V","C_0603",-71.538000,113.157000,180.000000,top
"C2","1nF_0603_50V","C_0603",-105.998000,22.617000,-90.000000,top
"C3","330pF_0603_35V","C_0603",-113.118000,110.197000,0.000000,top
"C4","9pF_0603_50V","C_0603",-94.860744,66.146880,90.000000,top
"C5","9pF_0603_50V","C_0603",-89.216864,63.626184,90.000000,top
"C6","330pF_0603_35V","C_0603",-113.118000,92.667000,0.000000,top
"C7","1nF_0603_50V","C_0603",-100.218000,15.227000,0.000000,top
"C8","1nF_0603_50V","C_0603",-102.678000,80.320000,-90.000000,top
"C9","1nF_0603_50V","C_0603",-108.458000,61.597000,-90.000000,top
"C10","1nF_0603_50V","C_0603",-100.447000,56.494000,0.000000,top
"C11","1nF_0603_50V","C_0603",-106.108000,46.287000,90.000000,top
"C12","0.1uF_0603_16V","C_0603",-74.518000,81.527000,90.000000,top
"C13","47uF_5x5.3_16V","CP_Elec_5x5.3",-94.918000,91.667000,0.000000,top
"C14","47uF_5x5.3_16V","CP_Elec_5x5.3",-79.108000,60.097000,180.000000,top
"C15","0.1uF_0603_16V","C_0603",-98.818000,99.817000,0.000000,top
"C16","0.1uF_0603_16V","C_0603",-86.218000,116.887000,180.000000,top
"C17","0.1uF_0603_16V","C_0603",-74.038000,32.157000,90.000000,top
"C18","0.1uF_0603_16V","C_0603",-86.980840,71.298960,90.000000,top
"C19","0.1uF_0603_16V","C_0603",-90.203752,111.567952,0.000000,top
"C20","0.1uF_0603_16V","C_0603",-66.788000,32.097000,90.000000,top
"C21","10uF_0603_10V","C_0603",-89.803288,73.415288,0.000000,top
"C22","0.1uF_0603_16V","C_0603",-88.158000,51.307000,90.000000,top
"C23","0.1uF_0603_16V","C_0603",-67.358000,81.537000,90.000000,top
"C24","0.1uF_0603_16V","C_0603",-97.998000,61.587000,-90.000000,top
"C25","0.1uF_0603_16V","C_0603",-96.958000,81.817000,0.000000,top
"C26","0.1uF_0603_16V","C_0603",-93.438978,81.802000,180.000000,top
"C27","0.1uF_0603_16V","C_0603",-100.338000,50.927000,0.000000,top
"C28","0.1uF_0603_16V","C_0603",-95.708000,56.427000,180.000000,top
"C29","0.1uF_0603_16V","C_0603",-103.628000,38.877000,0.000000,top
"C30","0.1uF_0603_16V","C_0603",-99.038000,44.367000,180.000000,top
"D1","BAT54S","SOT23-3_PO132",-70.068000,116.047000,-90.000000,top
"D2","BAT54S","SOT23-3_PO132",-108.518000,21.617000,90.000000,top
"D3","BAT54S","SOT23-3_PO132",-113.018000,107.607000,90.000000,top
"D4","BAT54S","SOT23-3_PO132",-112.808000,90.017000,90.000000,top
"D5","BAT54S","SOT23-3_PO132",-102.358000,19.847000,180.000000,top
"D6","BAT54S","SOT23-3_PO132",-105.381000,80.422000,0.000000,top
"D7","BAT54S","SOT23-3_PO132",-111.158000,61.577000,180.000000,top
"D8","BAT54S","SOT23-3_PO132",-99.492000,48.008000,0.000000,top
"D9","BAT54S","SOT23-3_PO132",-108.748000,46.147000,180.000000,top
"D10","B140-E3","D_SMA",-96.572040,107.344440,180.000000,top
"D11","B140-E3","D_SMA",-103.358000,96.267000,0.000000,top
"IC3","TL082","TSSOP-8_4.4x3mm_Pitch0.65mm",-88.838000,114.237000,180.000000,top
"J1","Conn_01x06","Pins_1x06_2.54mm_TH_SWD",-100.748000,29.337000,0.000000,top
"J2","Conn_01x02","Pins_1x02_2.54mm_TH",-95.108000,117.787000,-90.000000,top
"J3","Conn_02x08","Pins_2x08_2.54mm_TH",-103.388000,109.087000,0.000000,top
"J4","Conn_01x02","Pins_1x02_2.54mm_TH",-116.727448,46.501280,-90.000000,top
"Q1","Si2318","SOT23-3_PO132",-105.428000,27.217000,-90.000000,top
"Q2","Si2318","SOT23-3_PO132",-87.708000,29.757000,180.000000,top
"Q3","Si2318","SOT23-3_PO132",-105.278000,14.237000,-90.000000,top
"Q4","Si2318","SOT23-3_PO132",-89.628000,15.827000,180.000000,top
"R1","2.7k_0603","R_0603",-81.858000,116.327000,0.000000,top
"R2","4.7k_0603","R_0603",-78.888000,117.197000,-90.000000,top
"R3","470R_0603","R_0603",-71.528000,111.517000,0.000000,top
"R4","10k_0603","R_0603",-76.748000,117.307000,-90.000000,top
"R5","100k_0603","R_0603",-107.068000,29.957000,180.000000,top
"R6","1k_0603","R_0603",-75.328000,97.857000,90.000000,top
"R7","470R_0603","R_0603",-112.318000,22.457000,180.000000,top
"R8","1k_0603","R_0603",-78.468000,99.937000,90.000000,top
"R9","10k_0603","R_0603",-86.048000,26.987000,-90.000000,top
"R10","10k_0603","R_0603",-115.678000,107.637000,90.000000,top
"R11","100k_0603","R_0603",-85.518000,32.467000,0.000000,top
"R12","1k_0603","R_0603",-72.388000,90.377000,180.000000,top
"R13","470R_0603","R_0603",-118.438000,29.977000,-90.000000,top
"R14","1k_0603","R_0603",-78.488000,87.577000,90.000000,top
"R15","1k_0603","R_0603",-72.288000,77.677000,180.000000,top
"R16","100k_0603","R_0603",-94.788000,76.327000,180.000000,top
"R17","4.7k_0603","R_0603",-78.538000,79.747000,-90.000000,top
"R18","100k_0603","R_0603",-106.268000,17.827000,90.000000,top
"R19","1k_0603","R_0603",-74.128000,68.017000,-90.000000,top
"R20","4.7k_0603","R_0603",-78.498000,67.357000,-90.000000,top
"R21","10k_0603","R_0603",-115.298000,89.887000,90.000000,top
"R22","4.7k_0603","R_0603",-102.268000,16.997000,180.000000,top
"R23","1k_0603","R_0603",-75.698000,49.507000,90.000000,top
"R24","10k_0603","R_0603",-87.208000,14.047000,0.000000,top
"R25","4.7k_0603","R_0603",-77.288000,55.017000,-90.000000,top
"R26","100k_0603","R_0603",-87.668000,18.377000,0.000000,top
"R27","470R_0603","R_0603",-118.298000,18.377000,-90.000000,top
"R28","1k_0603","R_0603",-74.688000,42.437000,180.000000,top
"R29","4.7k_0603","R_0603",-78.518000,42.677000,-90.000000,top
"R30","100k_0603","R_0603",-88.348000,79.667000,180.000000,top
"R31","1k_0603","R_0603",-74.218000,25.237000,180.000000,top
"R32","4.7k_0603","R_0603",-78.558000,30.337000,-90.000000,top
"R33","62k_0603","R_0603",-108.898000,69.917000,90.000000,top
"R34","1k_0603","R_0603",-75.328000,12.437000,90.000000,top
"R35","1k_0603","R_0603",-78.838000,15.337000,-90.000000,top
"R36","470R_0603","R_0603",-86.898000,110.477000,-90.000000,top
"R37","100k_0603","R_0603",-90.788000,54.237000,180.000000,top
"R38","62k_0603","R_0603",-108.518000,52.477000,90.000000,top
"R39","100k_0603","R_0603",-95.648000,41.827000,180.000000,top
"R40","470k_0603","R_0603",-89.938000,116.987000,0.000000,top
"R41","62k_0603","R_0603",-108.928000,34.377000,90.000000,top
"R42","10k_0603","R_0603",-93.098000,103.557000,-90.000000,top
"R43","100R_0603","R_0603",-100.818000,78.447000,-90.000000,top
"R44","100k_0603","R_0603",-90.878978,78.822000,-90.000000,top
"R45","100k_0603","R_0603",-96.478000,50.967000,180.000000,top
"R46","100R_0603","R_0603",-103.018000,54.367000,90.000000,top
"R47","100k_0603","R_0603",-93.228000,53.417000,-90.000000,top
"R48","100k_0603","R_0603",-102.618000,44.337000,180.000000,top
"R49","100R_0603","R_0603",-106.128000,42.147000,90.000000,top
"R50","100k_0603","R_0603",-96.458000,39.347000,-90.000000,top
"TRIM1","TrimPot_T73YEt_10k","Pot_Trim_7x6.6mm_T73YE",-79.928000,107.537000,0.000000,top
"U1","STM32F030K6Tx","LQFP-32_7x7mm_P0.8mm",-102.188000,67.067000,180.000000,top
"U2","NCP51460SN33","SOT23-3_PO132",-89.658000,70.857000,180.000000,top
